1335,not-protected,1
8911,not-protected,1
13798,not-protected,1
7264,protected,1
7600,protected,1
14467,not-protected,1
3990,not-protected,1
6574,not-protected,1
14019,protected,1
1021,protected,1
8643,not-protected,1
13716,not-protected,1
2853,not-protected,1
4613,protected,1
8729,not-protected,1
9651,protected,1
1084,not-protected,1
1744,not-protected,1
2086,not-protected,1
12819,protected,1
11810,not-protected,1
14544,not-protected,1
4066,not-protected,1
1122,not-protected,1
2383,protected,1
10340,protected,1
6678,not-protected,1
7171,protected,1
9874,protected,1
3614,protected,1
10903,not-protected,1
13610,not-protected,1
1010,not-protected,1
4654,not-protected,1
5218,not-protected,1
5290,not-protected,1
5308,protected,1
3689,not-protected,1
1617,protected,1
13323,not-protected,1
4330,not-protected,1
5278,not-protected,1
2356,protected,1
4243,not-protected,1
1324,not-protected,1
7653,protected,1
929,protected,1
72,not-protected,1
2719,not-protected,1
11463,not-protected,1
1732,protected,1
6191,not-protected,1
13314,not-protected,1
9994,not-protected,1
11952,not-protected,1
12087,not-protected,1
10457,protected,1
6002,not-protected,1
10013,not-protected,1
9261,not-protected,1
12527,not-protected,1
506,not-protected,1
7460,not-protected,1
11401,not-protected,1
3945,not-protected,1
9207,not-protected,1
4004,not-protected,1
12807,protected,1
13622,not-protected,1
348,not-protected,1
9671,not-protected,1
5098,not-protected,1
10866,not-protected,1
12873,not-protected,1
6818,not-protected,1
199,not-protected,1
10580,protected,1
13673,not-protected,1
1698,not-protected,1
14255,not-protected,1
10665,not-protected,1
14536,not-protected,1
6364,not-protected,1
8513,protected,1
7126,not-protected,1
7247,protected,1
9156,not-protected,1
5095,not-protected,1
1794,not-protected,1
10135,not-protected,1
9725,protected,1
14038,not-protected,1
3626,not-protected,1
6408,not-protected,1
3914,protected,1
5637,not-protected,1
14207,not-protected,1
1050,not-protected,1
2494,not-protected,1
11210,protected,1
1280,protected,1
5926,protected,1
3004,not-protected,1
6497,not-protected,1
3105,not-protected,1
14108,not-protected,1
12201,not-protected,1
14259,not-protected,1
7979,not-protected,1
11887,not-protected,1
6361,not-protected,1
14332,not-protected,1
8711,not-protected,1
3441,not-protected,1
14027,not-protected,1
835,protected,1
4757,not-protected,1
845,protected,1
5615,not-protected,1
4965,not-protected,1
175,protected,1
13530,protected,1
6504,protected,1
14282,not-protected,1
328,protected,1
6905,protected,1
10516,not-protected,1
13865,not-protected,1
7274,not-protected,1
5630,not-protected,1
4877,not-protected,1
7865,not-protected,1
13082,protected,1
6137,protected,1
10486,protected,1
5250,not-protected,1
1563,not-protected,1
5892,not-protected,1
14512,not-protected,1
14158,protected,1
11291,not-protected,1
3763,not-protected,1
5376,not-protected,1
951,not-protected,1
12294,protected,1
9039,not-protected,1
6928,not-protected,1
14440,not-protected,1
11875,not-protected,1
8124,protected,1
10966,not-protected,1
10848,protected,1
46,not-protected,1
632,not-protected,1
2390,protected,1
3915,not-protected,1
12474,not-protected,1
2636,not-protected,1
1754,not-protected,1
13861,not-protected,1
4570,not-protected,1
3720,protected,1
2005,not-protected,1
8314,not-protected,1
12960,not-protected,1
135,not-protected,1
13211,not-protected,1
10994,protected,1
4859,protected,1
8849,not-protected,1
7515,protected,1
1136,protected,1
7331,protected,1
4980,protected,1
14013,protected,1
8502,not-protected,1
6458,not-protected,1
4515,not-protected,1
7081,protected,1
1406,protected,1
6791,not-protected,1
1739,protected,1
4321,protected,1
1719,protected,1
962,not-protected,1
3543,not-protected,1
6444,not-protected,1
2694,not-protected,1
12295,protected,1
14317,not-protected,1
7309,not-protected,1
12509,not-protected,1
1755,not-protected,1
563,not-protected,1
9807,not-protected,1
6180,not-protected,1
9027,protected,1
11076,not-protected,1
1238,not-protected,1
727,protected,1
69,not-protected,1
4291,not-protected,1
676,not-protected,1
12214,protected,1
1811,protected,1
10419,protected,1
1089,not-protected,1
3354,protected,1
3348,protected,1
5720,not-protected,1
6614,not-protected,1
300,protected,1
11697,protected,1
9720,not-protected,1
5207,not-protected,1
2394,protected,1
5288,not-protected,1
1940,not-protected,1
3332,not-protected,1
11991,protected,1
2522,not-protected,1
3767,not-protected,1
6730,protected,1
8153,protected,1
9018,not-protected,1
8302,not-protected,1
10375,not-protected,1
5631,not-protected,1
14575,not-protected,1
11687,not-protected,1
13811,protected,1
11455,not-protected,1
8385,protected,1
4509,protected,1
6953,not-protected,1
3803,protected,1
8129,protected,1
2059,protected,1
8308,not-protected,1
11896,protected,1
1144,not-protected,1
13640,not-protected,1
6119,protected,1
11567,not-protected,1
8506,protected,1
4523,not-protected,1
3220,not-protected,1
1399,protected,1
197,protected,1
12784,protected,1
3664,not-protected,1
11736,not-protected,1
9457,protected,1
7538,protected,1
11542,not-protected,1
11939,protected,1
4737,protected,1
2496,protected,1
842,not-protected,1
8368,protected,1
6062,not-protected,1
13656,not-protected,1
11553,not-protected,1
4340,not-protected,1
13222,not-protected,1
8605,protected,1
1162,not-protected,1
6162,protected,1
5294,protected,1
3825,not-protected,1
10559,protected,1
2806,not-protected,1
5907,not-protected,1
14070,not-protected,1
8846,not-protected,1
4250,protected,1
3023,not-protected,1
9308,not-protected,1
12678,not-protected,1
14450,protected,1
12255,protected,1
6379,not-protected,1
8269,not-protected,1
12795,protected,1
4512,not-protected,1
10241,not-protected,1
9259,protected,1
3345,not-protected,1
4424,not-protected,1
4467,protected,1
3000,not-protected,1
1240,protected,1
13791,not-protected,1
12415,not-protected,1
4181,not-protected,1
4618,protected,1
3396,not-protected,1
1636,protected,1
7809,protected,1
8301,not-protected,1
10291,not-protected,1
10143,not-protected,1
4155,not-protected,1
2706,not-protected,1
3442,protected,1
10459,not-protected,1
5943,protected,1
5154,protected,1
2453,not-protected,1
317,protected,1
2302,not-protected,1
6995,protected,1
4855,not-protected,1
14566,not-protected,1
10318,not-protected,1
8653,not-protected,1
12044,not-protected,1
11120,not-protected,1
4368,not-protected,1
7423,protected,1
3329,not-protected,1
4274,protected,1
12864,not-protected,1
8858,protected,1
3728,not-protected,1
11058,not-protected,1
9670,protected,1
13175,not-protected,1
8545,not-protected,1
2601,not-protected,1
10721,not-protected,1
14289,not-protected,1
12530,protected,1
2570,not-protected,1
10360,not-protected,1
14083,protected,1
10769,not-protected,1
2874,not-protected,1
7555,not-protected,1
2124,not-protected,1
7448,protected,1
3952,not-protected,1
3571,not-protected,1
8770,not-protected,1
9161,protected,1
9500,protected,1
4219,not-protected,1
6970,protected,1
5169,protected,1
8719,not-protected,1
781,not-protected,1
5983,not-protected,1
10743,not-protected,1
4367,not-protected,1
760,not-protected,1
5732,not-protected,1
12580,not-protected,1
7571,not-protected,1
10455,not-protected,1
8481,not-protected,1
5937,protected,1
487,not-protected,1
9919,protected,1
3833,not-protected,1
2401,protected,1
2324,not-protected,1
7691,protected,1
1965,not-protected,1
5693,not-protected,1
3608,not-protected,1
3638,not-protected,1
3821,not-protected,1
14527,not-protected,1
5706,protected,1
13508,not-protected,1
517,not-protected,1
8465,not-protected,1
12836,not-protected,1
6835,not-protected,1
3250,not-protected,1
4841,not-protected,1
9472,not-protected,1
10440,not-protected,1
5848,protected,1
13363,not-protected,1
14141,not-protected,1
2220,not-protected,1
8049,not-protected,1
9592,not-protected,1
13552,not-protected,1
5523,not-protected,1
11625,protected,1
5688,not-protected,1
1928,not-protected,1
4242,not-protected,1
8976,not-protected,1
2574,protected,1
9398,not-protected,1
3916,not-protected,1
12411,protected,1
10082,not-protected,1
3707,not-protected,1
12307,not-protected,1
7872,protected,1
5666,protected,1
9792,not-protected,1
14495,not-protected,1
6540,not-protected,1
10990,not-protected,1
7587,not-protected,1
6941,not-protected,1
5084,not-protected,1
14309,not-protected,1
2688,not-protected,1
4259,not-protected,1
1065,not-protected,1
12982,protected,1
12269,protected,1
1489,not-protected,1
4664,not-protected,1
4609,not-protected,1
8556,protected,1
11266,not-protected,1
9402,not-protected,1
9683,not-protected,1
2096,protected,1
6445,not-protected,1
13270,protected,1
5484,not-protected,1
13969,not-protected,1
10262,not-protected,1
13346,not-protected,1
2069,not-protected,1
8557,protected,1
4642,not-protected,1
11180,not-protected,1
5905,not-protected,1
7669,not-protected,1
2587,protected,1
1220,not-protected,1
8231,protected,1
6723,not-protected,1
13350,not-protected,1
5508,not-protected,1
5438,protected,1
5856,protected,1
13111,not-protected,1
5923,not-protected,1
894,protected,1
6010,not-protected,1
149,not-protected,1
14199,not-protected,1
5729,not-protected,1
8638,not-protected,1
5567,not-protected,1
14488,not-protected,1
2560,protected,1
3895,not-protected,1
2766,not-protected,1
11772,protected,1
12475,protected,1
13853,not-protected,1
825,protected,1
12988,protected,1
5122,not-protected,1
7551,not-protected,1
4686,protected,1
4893,not-protected,1
12535,protected,1
13837,not-protected,1
10364,not-protected,1
2290,protected,1
7223,not-protected,1
6123,not-protected,1
815,protected,1
9417,not-protected,1
1234,not-protected,1
12909,not-protected,1
8120,not-protected,1
1190,not-protected,1
3631,not-protected,1
13153,not-protected,1
2637,not-protected,1
5033,not-protected,1
4122,not-protected,1
1359,not-protected,1
10573,not-protected,1
5796,protected,1
2882,not-protected,1
4728,not-protected,1
4623,not-protected,1
6857,not-protected,1
7525,not-protected,1
134,not-protected,1
11870,not-protected,1
1544,not-protected,1
876,not-protected,1
13477,not-protected,1
2554,protected,1
1695,not-protected,1
9529,not-protected,1
6304,not-protected,1
3079,not-protected,1
3201,not-protected,1
12213,not-protected,1
2534,not-protected,1
1072,protected,1
4817,not-protected,1
7694,not-protected,1
12813,not-protected,1
3861,not-protected,1
9922,protected,1
494,protected,1
5916,protected,1
2515,not-protected,1
13002,protected,1
3667,protected,1
878,not-protected,1
11528,not-protected,1
2215,protected,1
7329,protected,1
11300,protected,1
4744,not-protected,1
5459,protected,1
2921,not-protected,1
6560,not-protected,1
3312,not-protected,1
7535,not-protected,1
4772,not-protected,1
9388,not-protected,1
115,not-protected,1
13550,protected,1
6421,not-protected,1
12863,not-protected,1
7927,not-protected,1
237,protected,1
10190,protected,1
14335,protected,1
11650,not-protected,1
9983,not-protected,1
12490,not-protected,1
455,not-protected,1
10850,not-protected,1
4161,not-protected,1
9875,protected,1
1933,not-protected,1
6138,not-protected,1
8130,not-protected,1
5094,not-protected,1
8425,not-protected,1
9499,not-protected,1
6517,not-protected,1
11309,not-protected,1
1015,not-protected,1
7695,not-protected,1
2591,not-protected,1
2990,not-protected,1
2137,not-protected,1
4036,protected,1
4025,not-protected,1
5686,not-protected,1
12621,not-protected,1
52,protected,1
11535,not-protected,1
8905,not-protected,1
13749,protected,1
12805,not-protected,1
3375,protected,1
5085,not-protected,1
2540,protected,1
4691,protected,1
3458,protected,1
1665,protected,1
8551,protected,1
12513,not-protected,1
10884,protected,1
10169,protected,1
10500,not-protected,1
8006,protected,1
6915,protected,1
1879,not-protected,1
453,not-protected,1
4929,not-protected,1
12027,not-protected,1
8281,not-protected,1
473,not-protected,1
8753,not-protected,1
8388,protected,1
6376,not-protected,1
4575,not-protected,1
5760,protected,1
13497,not-protected,1
2917,not-protected,1
11248,protected,1
2608,not-protected,1
4850,not-protected,1
450,protected,1
458,not-protected,1
13146,not-protected,1
5407,protected,1
12609,protected,1
11572,protected,1
14576,not-protected,1
4278,protected,1
4909,not-protected,1
4128,not-protected,1
10545,not-protected,1
2274,not-protected,1
1379,not-protected,1
9512,not-protected,1
10841,not-protected,1
8524,not-protected,1
6489,protected,1
4995,protected,1
2199,not-protected,1
5323,not-protected,1
11676,protected,1
7590,not-protected,1
216,protected,1
3112,not-protected,1
10386,not-protected,1
5454,not-protected,1
261,not-protected,1
8639,not-protected,1
11012,protected,1
919,protected,1
11100,protected,1
11919,not-protected,1
7506,protected,1
2481,not-protected,1
12759,not-protected,1
1277,protected,1
5091,not-protected,1
2467,not-protected,1
4966,not-protected,1
5811,not-protected,1
8064,not-protected,1
1977,protected,1
18,not-protected,1
9625,protected,1
10132,protected,1
7202,not-protected,1
169,not-protected,1
5742,not-protected,1
13352,not-protected,1
14494,not-protected,1
9955,not-protected,1
5867,not-protected,1
14114,not-protected,1
7410,not-protected,1
10956,not-protected,1
9723,not-protected,1
2777,not-protected,1
10880,protected,1
2740,protected,1
3761,protected,1
446,protected,1
6332,not-protected,1
7190,not-protected,1
5753,not-protected,1
13802,protected,1
11478,not-protected,1
12484,protected,1
83,not-protected,1
4053,not-protected,1
2569,not-protected,1
10530,protected,1
7241,not-protected,1
349,protected,1
11947,not-protected,1
6046,not-protected,1
335,not-protected,1
12918,protected,1
229,not-protected,1
7124,not-protected,1
9921,not-protected,1
8367,not-protected,1
5689,not-protected,1
10853,not-protected,1
418,protected,1
9044,protected,1
236,protected,1
3967,not-protected,1
6817,protected,1
2894,protected,1
10066,not-protected,1
875,protected,1
2879,not-protected,1
9298,protected,1
13584,not-protected,1
5229,not-protected,1
1756,protected,1
10829,protected,1
5745,not-protected,1
14383,not-protected,1
10280,protected,1
12686,not-protected,1
10868,not-protected,1
5579,protected,1
1574,not-protected,1
12887,protected,1
724,protected,1
8122,not-protected,1
3559,not-protected,1
1181,not-protected,1
389,not-protected,1
640,protected,1
11714,not-protected,1
2173,not-protected,1
14441,not-protected,1
8087,protected,1
4177,not-protected,1
8200,not-protected,1
4620,not-protected,1
10111,protected,1
9906,not-protected,1
7057,protected,1
856,protected,1
9532,not-protected,1
2780,not-protected,1
5995,protected,1
4756,not-protected,1
7281,not-protected,1
12216,protected,1
3865,protected,1
12000,not-protected,1
1661,not-protected,1
13187,not-protected,1
7596,not-protected,1
11889,not-protected,1
1507,not-protected,1
9766,protected,1
6164,protected,1
11516,not-protected,1
9423,not-protected,1
2739,not-protected,1
7193,not-protected,1
9179,protected,1
13139,protected,1
12400,not-protected,1
9879,not-protected,1
6470,protected,1
8355,protected,1
3139,not-protected,1
8696,not-protected,1
7719,not-protected,1
10153,protected,1
8348,protected,1
1165,protected,1
12345,not-protected,1
13696,protected,1
196,not-protected,1
8978,not-protected,1
3866,not-protected,1
13226,protected,1
5645,protected,1
2316,protected,1
3909,protected,1
11512,not-protected,1
4827,not-protected,1
11925,not-protected,1
11852,protected,1
4008,not-protected,1
11730,not-protected,1
7783,not-protected,1
2884,protected,1
4701,not-protected,1
4778,protected,1
3357,not-protected,1
7380,protected,1
6608,protected,1
3622,protected,1
11145,not-protected,1
7918,protected,1
9941,not-protected,1
9324,not-protected,1
2449,not-protected,1
6499,not-protected,1
7210,not-protected,1
11703,protected,1
81,not-protected,1
2078,not-protected,1
11013,not-protected,1
4363,protected,1
2500,not-protected,1
10812,not-protected,1
8588,protected,1
8387,not-protected,1
2039,not-protected,1
2852,not-protected,1
12851,not-protected,1
10372,not-protected,1
13541,protected,1
4503,not-protected,1
9897,not-protected,1
8805,protected,1
2604,protected,1
7564,protected,1
6057,not-protected,1
13503,protected,1
12809,not-protected,1
8872,not-protected,1
6689,not-protected,1
2942,protected,1
5102,not-protected,1
14147,protected,1
12608,protected,1
483,protected,1
9718,protected,1
13295,not-protected,1
8285,not-protected,1
12703,protected,1
1718,protected,1
5999,not-protected,1
3862,protected,1
4425,protected,1
11006,not-protected,1
10693,protected,1
7265,not-protected,1
13275,not-protected,1
12717,not-protected,1
7662,protected,1
11752,not-protected,1
13388,not-protected,1
5950,protected,1
4092,protected,1
5879,protected,1
4351,not-protected,1
30,protected,1
6909,not-protected,1
6988,not-protected,1
6299,not-protected,1
2715,not-protected,1
3853,protected,1
3729,not-protected,1
2809,not-protected,1
779,not-protected,1
9167,not-protected,1
618,protected,1
3194,not-protected,1
1611,not-protected,1
6201,not-protected,1
7496,not-protected,1
12798,not-protected,1
6285,protected,1
3845,not-protected,1
5699,protected,1
4504,not-protected,1
2958,protected,1
1455,not-protected,1
12026,protected,1
2987,not-protected,1
1715,protected,1
897,not-protected,1
12707,protected,1
13297,not-protected,1
5810,not-protected,1
10448,protected,1
14414,protected,1
10011,not-protected,1
11041,protected,1
14451,protected,1
11695,not-protected,1
13558,not-protected,1
9170,protected,1
7970,not-protected,1
7407,not-protected,1
14306,not-protected,1
2395,protected,1
12556,protected,1
7474,protected,1
10952,not-protected,1
10839,protected,1
3789,protected,1
9746,not-protected,1
235,not-protected,1
975,not-protected,1
6438,not-protected,1
1644,not-protected,1
7060,not-protected,1
12467,protected,1
4150,not-protected,1
5516,not-protected,1
1768,protected,1
3937,not-protected,1
3297,protected,1
4089,not-protected,1
7472,not-protected,1
1147,not-protected,1
5047,not-protected,1
4468,not-protected,1
6311,protected,1
8290,not-protected,1
4511,not-protected,1
9347,not-protected,1
13061,protected,1
3732,protected,1
4119,not-protected,1
8735,not-protected,1
9837,protected,1
4489,not-protected,1
11035,not-protected,1
11203,not-protected,1
8190,not-protected,1
5660,not-protected,1
11285,not-protected,1
4359,protected,1
10441,not-protected,1
12433,not-protected,1
12745,not-protected,1
1233,not-protected,1
4914,not-protected,1
4413,not-protected,1
13517,not-protected,1
6220,not-protected,1
5953,not-protected,1
10946,protected,1
11418,protected,1
10865,not-protected,1
9769,not-protected,1
11983,not-protected,1
9803,not-protected,1
9962,not-protected,1
7689,not-protected,1
7734,not-protected,1
12858,protected,1
5829,protected,1
10940,not-protected,1
7327,not-protected,1
212,protected,1
5808,not-protected,1
6478,protected,1
12742,not-protected,1
14049,not-protected,1
12435,not-protected,1
628,not-protected,1
7046,not-protected,1
213,not-protected,1
6646,protected,1
2318,not-protected,1
984,not-protected,1
10989,not-protected,1
12969,not-protected,1
6197,protected,1
9368,not-protected,1
14146,not-protected,1
1124,not-protected,1
4047,not-protected,1
5754,not-protected,1
11315,not-protected,1
2284,not-protected,1
4610,not-protected,1
10798,protected,1
12111,not-protected,1
14501,protected,1
5757,not-protected,1
13769,protected,1
13738,not-protected,1
10216,protected,1
11047,not-protected,1
13490,not-protected,1
4633,protected,1
7376,protected,1
8812,not-protected,1
11079,not-protected,1
12320,protected,1
8710,not-protected,1
13244,not-protected,1
9961,not-protected,1
13704,not-protected,1
3745,protected,1
1312,protected,1
10782,protected,1
12265,protected,1
2865,protected,1
11223,not-protected,1
10290,protected,1
4636,not-protected,1
9525,not-protected,1
2749,not-protected,1
1628,not-protected,1
8195,protected,1
1402,not-protected,1
6687,not-protected,1
9735,not-protected,1
4988,protected,1
4069,protected,1
6836,not-protected,1
6896,not-protected,1
1266,not-protected,1
9846,protected,1
3286,not-protected,1
12207,not-protected,1
12762,protected,1
2586,protected,1
14323,not-protected,1
7664,not-protected,1
13842,not-protected,1
11797,not-protected,1
4848,not-protected,1
11391,not-protected,1
767,not-protected,1
14163,not-protected,1
4127,not-protected,1
4762,not-protected,1
14620,protected,1
4805,not-protected,1
1866,not-protected,1
3145,not-protected,1
1472,not-protected,1
1540,not-protected,1
8461,not-protected,1
7172,not-protected,1
4697,protected,1
13420,not-protected,1
6454,not-protected,1
14466,not-protected,1
6964,protected,1
8903,protected,1
5891,not-protected,1
6268,protected,1
254,protected,1
205,not-protected,1
1637,protected,1
10561,not-protected,1
6736,protected,1
7042,not-protected,1
7521,protected,1
5066,not-protected,1
14356,protected,1
4717,not-protected,1
3759,not-protected,1
4554,not-protected,1
3115,not-protected,1
13132,not-protected,1
13093,not-protected,1
1713,not-protected,1
3931,not-protected,1
592,protected,1
12159,protected,1
2583,protected,1
6169,protected,1
14286,not-protected,1
2114,not-protected,1
11829,protected,1
4973,not-protected,1
7436,not-protected,1
12702,not-protected,1
1284,not-protected,1
5043,not-protected,1
7588,protected,1
12393,not-protected,1
6918,not-protected,1
11116,not-protected,1
14360,not-protected,1
5449,not-protected,1
11743,not-protected,1
11998,not-protected,1
5606,not-protected,1
6852,not-protected,1
1105,not-protected,1
5370,not-protected,1
8830,not-protected,1
12940,not-protected,1
3776,not-protected,1
13732,protected,1
13143,not-protected,1
4688,protected,1
6067,not-protected,1
7916,not-protected,1
14359,protected,1
11577,not-protected,1
14180,protected,1
4795,protected,1
13597,protected,1
12079,not-protected,1
4039,protected,1
757,protected,1
7458,protected,1
10400,not-protected,1
3892,protected,1
5247,not-protected,1
933,protected,1
13096,protected,1
13787,not-protected,1
2925,not-protected,1
12199,not-protected,1
14353,protected,1
2470,not-protected,1
8887,not-protected,1
2504,protected,1
6867,protected,1
8444,not-protected,1
8789,not-protected,1
4524,protected,1
8676,not-protected,1
10653,protected,1
9447,not-protected,1
13908,not-protected,1
9573,not-protected,1
2840,not-protected,1
2022,not-protected,1
8332,protected,1
3244,not-protected,1
3059,protected,1
8594,not-protected,1
11254,not-protected,1
13959,protected,1
3519,not-protected,1
1858,protected,1
1279,protected,1
4672,not-protected,1
4448,protected,1
6321,not-protected,1
9135,protected,1
13344,not-protected,1
575,protected,1
11164,not-protected,1
2245,protected,1
3716,not-protected,1
8427,not-protected,1
12413,protected,1
4776,not-protected,1
13008,protected,1
12746,not-protected,1
10121,protected,1
7350,protected,1
8496,not-protected,1
12010,protected,1
12134,not-protected,1
8715,not-protected,1
7700,not-protected,1
2203,not-protected,1
3187,protected,1
5390,not-protected,1
6330,not-protected,1
5599,not-protected,1
6182,not-protected,1
10246,not-protected,1
11755,not-protected,1
2759,not-protected,1
10088,not-protected,1
5465,not-protected,1
739,protected,1
10741,protected,1
10342,protected,1
4227,protected,1
2434,protected,1
7278,not-protected,1
7693,not-protected,1
12487,protected,1
14164,not-protected,1
8714,not-protected,1
11806,protected,1
12751,protected,1
2916,protected,1
6024,not-protected,1
14521,not-protected,1
10773,not-protected,1
5914,protected,1
11770,not-protected,1
8227,not-protected,1
11284,not-protected,1
5295,protected,1
4416,not-protected,1
11897,not-protected,1
5318,not-protected,1
3273,protected,1
4992,not-protected,1
5971,not-protected,1
1694,not-protected,1
754,protected,1
323,not-protected,1
2658,not-protected,1
7911,protected,1
9492,protected,1
3859,protected,1
281,not-protected,1
4392,protected,1
173,protected,1
3043,not-protected,1
8675,protected,1
1504,not-protected,1
2915,not-protected,1
2776,not-protected,1
11868,not-protected,1
5387,not-protected,1
2816,not-protected,1
6101,not-protected,1
6860,not-protected,1
9046,not-protected,1
14195,not-protected,1
14513,protected,1
356,not-protected,1
3913,protected,1
13073,protected,1
12230,protected,1
10818,not-protected,1
12362,not-protected,1
6968,not-protected,1
3919,protected,1
6521,not-protected,1
10436,protected,1
13772,not-protected,1
9966,protected,1
2698,not-protected,1
9894,not-protected,1
6851,not-protected,1
9097,not-protected,1
11389,protected,1
4771,not-protected,1
8324,not-protected,1
687,protected,1
14295,not-protected,1
8734,not-protected,1
13710,not-protected,1
1339,protected,1
5505,not-protected,1
3637,not-protected,1
6254,not-protected,1
9742,protected,1
13628,not-protected,1
8072,protected,1
6604,not-protected,1
3965,not-protected,1
9299,protected,1
4990,not-protected,1
8437,not-protected,1
9936,not-protected,1
13600,not-protected,1
7871,protected,1
5935,not-protected,1
10298,not-protected,1
4279,not-protected,1
3402,not-protected,1
484,not-protected,1
4941,not-protected,1
13030,not-protected,1
4888,protected,1
6993,not-protected,1
3904,not-protected,1
1989,not-protected,1
11346,not-protected,1
8942,not-protected,1
7294,not-protected,1
1757,not-protected,1
11765,not-protected,1
1207,protected,1
4196,not-protected,1
10308,not-protected,1
3292,not-protected,1
9025,protected,1
12878,protected,1
9407,protected,1
5416,protected,1
2838,not-protected,1
2537,not-protected,1
14480,not-protected,1
8971,not-protected,1
3108,not-protected,1
13945,not-protected,1
11320,not-protected,1
3219,not-protected,1
11485,protected,1
12699,not-protected,1
12970,not-protected,1
290,protected,1
1709,protected,1
7519,protected,1
9970,not-protected,1
8535,not-protected,1
7910,not-protected,1
8752,protected,1
4141,not-protected,1
1841,not-protected,1
3752,not-protected,1
14152,not-protected,1
1430,not-protected,1
11800,protected,1
13569,not-protected,1
8358,not-protected,1
12374,protected,1
11410,not-protected,1
7397,not-protected,1
5520,not-protected,1
13878,not-protected,1
11511,not-protected,1
5431,not-protected,1
7031,not-protected,1
10613,not-protected,1
12457,not-protected,1
9868,not-protected,1
3334,not-protected,1
6920,not-protected,1
3841,not-protected,1
14390,not-protected,1
13823,not-protected,1
7724,not-protected,1
2564,not-protected,1
8295,not-protected,1
11586,not-protected,1
11931,protected,1
7852,not-protected,1
13193,protected,1
3282,not-protected,1
2947,not-protected,1
12893,not-protected,1
4415,not-protected,1
13382,protected,1
5297,protected,1
6089,not-protected,1
8994,protected,1
7936,not-protected,1
14394,protected,1
6983,protected,1
12088,not-protected,1
10343,not-protected,1
11549,not-protected,1
307,not-protected,1
10377,not-protected,1
3545,protected,1
7537,not-protected,1
7601,not-protected,1
1326,not-protected,1
346,not-protected,1
